Nouvelle version: https://lnkd.in/dH5Uq4z9,,,
Titre,Société,Description,Lien
Offre de stage d'été  administratif,Tunisie Technique Internationale TTI,"Lieu : Grombalia (Cap Bon)
TTI une des meilleures entreprises dans le domaine de fabrication et distribution des produits électriques, basée à Grombalia (Cap Bon) a la recherche un(e) stagiaire motivé(e)
Missions principales : Vous participerez activement aux activités quotidiennes du service ADV, notamment : ▪ Réalisation de tâches administratives diverses ▪ Soutien à la gestion de certaines opérations internes ▪ Collaboration avec l’ensemble de l’équipe administrative",https://www.tanitjobs.com/job/1806575/offre-de-stage-d-%C3%A9t%C3%A9-administratif/?backPage&searchID=1747831581.0552&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Topnet recrute des Agents Saisonniers – Été 2025,Jostack,"Étudiants et étudiantes, cette opportunité est pour vous ! Topnet ouvre les candidatures pour le recrutement d’agents saisonniers pour la période estivale : juin, juillet et août 2025. Profil recherché : Vous êtes actuellement inscrit(e) dans une université ou un établissement de formation professionnelle. Vous êtes dynamique, motivé(e) et disponible pendant l’été. Comment postuler ? […]",https://tn.jostack.com/jobs/topnet-recrute-des-agents-saisonniers-ete-2025/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Stage d'été Intelligence Artificielle,Smooth Algo,"Projet en développement informatique : élève ingénieur bac+4
technos IA: IA générative, NLP, LLM, deep learning
techos mobiles : framework mobile hybride : développement d'une app destiné à Android/iOS",https://www.tanitjobs.com/job/1300878/stage-d-%C3%A9t%C3%A9-intelligence-artificielle/?backPage&searchID=1748203225.5937&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Stage d'été Ingénieur DevOps (SEDevOps),Smart Conseil,"Smart Conseil accompagne les grands comptes dans leur transformation digitale. Nous intervenons pour nos clients sur les phases de conception, de développement sur les dernières technologies, ou encore le pilotage de projets en mode agile.
Nous vous proposons :

D’intégrer le projet d’industrialisation et d’automatisation de nos projets Data Science en tant qu’ingénieur DevOps, en participant au design, au développement et à l’implémentation des solutions technologiques.
De mettre en œuvre les services de conteneurisation et développer les micro-services adaptés et pertinents pour nos partenaires (Docker, CoreOS, API Management, autres…).
De concevoir et de mettre en place une plateforme d’intégration continue et de gestion de configuration avec les meilleurs outils (Git, Ansible, Puppet, Chef, autres...).
De réfléchir et lancer la future plateforme de déploiement et de suivi continu des services (Jenkins, Redmine, autres…).
De participer au quotidien de l’équipe technique dans une ambiance collaborative et de fourmillement des idées.
D’apporter vos idées en termes de développement d’outils et de services (Web, Développement, Virtualisation,…).

La mission principale du DevOps est d'être le garant de la performance et la continuité de services des solutions et du développement à la production (qualité du déploiement, adéquation des infrastructures, disponibilité des services).",https://www.tanitjobs.com/job/1817368/stage-d-%C3%A9t%C3%A9-ing%C3%A9nieur-devops-sedevops/?backPage=7&searchID=1695955510.4082&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Offre de stage d'été assistant administratif,Lauterbach,"La Société Lauterbach, située à Sfax, recherche un(e) stagiaire motivé(e) pouroccuper le poste d'Assistant(e) Administratif(ve) au sein de son équipe.Vous jouerez un rôle essentiel dans le soutien quotidien de nos activitésadministratives.Principales responsabilités :▪ Tâches administratives diverses▪ Gestion de certaines tâches liées aux ressources humaines",https://www.tanitjobs.com/job/1805087/offre-de-stage-d-%C3%A9t%C3%A9-assistant-administratif/?backPage&searchID=1748170848.592&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Stage PFE / d’été en HSE,HCC,"Nous recherchons, pour le compte d’une multinationale en électronique, leader dans son domaine, des stagiaires en Hygiène, Sécurité et Environnement (HSE), dans le cadre d’un PFE ou d’un stage d’été.
Ce stage représente une opportunité idéale pour mettre en pratique vos connaissances académiques, découvrir le fonctionnement d’une entreprise industrielle et enrichir votre parcours professionnel.
✅ Profil recherché :

Étudiant(e) en licence / master en HSE, QHSE ou domaine équivalent
Motivé(e), organisé(e) et curieux(se)

✅ Localisation : Monastir",https://www.tanitjobs.com/job/1800195/stage-pfe-d-%C3%A9t%C3%A9-en-hse/?backPage&searchID=1747744303.5545&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Stage d’été : ReactJS,StartNow,"Concevoir et coder des composants React.js en utilisant les hooks
Styliser les interfaces avec Chakra UI
Gérer l’état de l’application avec Redux (Toolkit)
Implémenter des tableaux dynamiques avec AG Grid
Participer à l’amélioration UX (ergonomie, accessibilité, animations)
Consommer des API REST
Corriger les bugs et tester les composants
Travailler en équipe via Jira (tickets, sprints, tâches)Participer aux rituels agiles (dailys, reviews, plannings)en méthodologie agile Scrum
Assurer la conformité et la stabilité des livrables en haute qualité.",https://www.tanitjobs.com/job/1811259/stage-d-%C3%A9t%C3%A9-reactjs/?backPage&searchID=1738306319.8472&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Stage d’été : Flutter Mobile,StartNow,"Développer de nouvelles interfaces complexes et dynamiques en Flutter.
Implémenter la notion State management (BloC, Provider ou Riverpod selon le cas).
Optimiser les performances et l’expérience utilisateur (UX/UI).
Collaborer avec les designers et les développeurs backend(Consommer des API REST et des WebSockets).
Participer à l’amélioration UX (ergonomie, accessibilité, animations)
Corriger les bugs et tester les composants
Mettre en place des tests unitaires et UI
Déployer l'app sur TestFlight / Play Store (alpha).
Travailler en équipe via Jira (tickets, sprints, tâches)Participer aux rituels agiles (dailys, reviews, plannings)en méthodologie agile Scrum
Assurer la conformité et la stabilité des livrables en haute qualité.",https://www.tanitjobs.com/job/1811429/stage-d-%C3%A9t%C3%A9-flutter-mobile/?backPage=55&searchID=1738284929.0793&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Stage d’été : IA / Machine Learning,StartNow,"Collecter, nettoyer et préparer des jeux de données.
Développer et entraîner des modèles de Machine Learning ou Deep Learning (ex : CNN, LLM, Transformers).
Évaluer et comparer les performances des modèles.
Intégrer les modèles dans une application ou une API si nécessaire.
Présenter les résultats à l’équipe R&D avec visualisation et documentation claire.
Assurer la conformité et la stabilité des livrables en haute qualité.
Travailler en méthodologie agile Scrum.",https://www.tanitjobs.com/job/1811190/stage-d-%C3%A9t%C3%A9-ia-machine-learning/?backPage&searchID=1552471139.4113&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
???? Offre de Stage Été en Marketing & Communication Digitale,E-Tafakna Legal,"Nous recherchons un(e) stagiaire dynamique et créatif(ve) pour rejoindre notre équipe Marketing & Communication Digitale cet été ! Missions principales :✅ Participer à la création et gestion de campagnes digitales (réseaux sociaux, emailing, SEO/SEA, etc.).✅ Aider à la production de contenus engageants (posts, vidéos, infographies, articles).✅ Analyser les performances et proposer des optimisations.✅ Contribuer à la stratégie digitale et aux actions d’influence.",https://www.tanitjobs.com/job/1821044/offre-de-stage-%C3%A9t%C3%A9-en-marketing-communication-digitale/?backPage=1&searchID=1748477278.9514&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Stage - Community Manager,AISYSNEXT,"AisysNext est une agence web spécialisée dans le développement de solutions digitales, l’intégration d’ERP open source et le marketing digital. Nous accompagnons des clients issus de secteurs variés avec des stratégies personnalisées, innovantes et performantes. Dans le cadre de notre développement, nous recherchons un(e) stagiaire Community Manager passionné(e) par le contenu et les réseaux sociaux.
Missions principales :

Rédiger et programmer des publications sur les réseaux sociaux selon un calendrier éditorial

Animer les pages Facebook, Instagram, LinkedIn, etc.

Participer à l’élaboration et à l’application de la stratégie de contenu de nos clients

Proposer des idées de contenus créatifs en lien avec l’actualité ou les tendances du marché

Réaliser une veille concurrentielle .

Compétences requises :

Très bonne maîtrise de la langue française (orthographe, grammaire, syntaxe)

Bonne connaissance des réseaux sociaux et de leurs codes (Facebook, Instagram, LinkedIn…)

Créativité, sens de l'organisation, autonomie

Profil recherché :

Formation en communication, marketing digital, lettres ou équivalent

Passion pour le digital et les réseaux sociaux

Bon relationnel, capacité à travailler en équipe

Une première expérience (même personnelle ou associative) dans la gestion de réseaux est un plus",https://www.tanitjobs.com/job/1821146/stage-community-manager/?backPage=1&searchID=1748427840.8502&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Stage community Manager,JOCK ART FORMATION,"On recherche un(e) Community Manager pour un stage d'été .
• Gérer et animer les réseaux sociaux
• Développer l’engagement et l’interaction avec la communauté
• Mettre en place des stratégies de contenu et de fidélisation
• Suivre les tendances et proposer des idées innovantes
• Analyser les performances et optimiser les stratégies
• Profil recherché :
• Formation en communication, marketing digital ou domaine équivalent
• Maîtrise des réseaux sociaux et des outils de création de contenu
• Bonne capacité rédactionnelle en français
• Autonomie, créativité et sens de l’organisation",https://www.keejob.com/offres-emploi/222637/stage-community-manager/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Stage Graphic Design,GS PHARMA,"Société GS pharma élaborant dans le secteur parapharmaceutiques de renommée opérant dans le secteur médicale

Durée : 2 mois

Rémunération : Selon profil et durée

En tant que stagiaire designer, tu intégreras notre équipe communication/marketing et interviendras sur des missions concrètes et variées :

Créer des supports visuels pour nos campagnes (print & digital)

Participer à la refonte ou amélioration de notre charte graphique

Ton profil :

Étudiant(e) en design graphique, communication visuelle ou direction artistique

Maîtrise de la suite Adobe (Illustrator, Photoshop, InDesign – After Effects est un plus)",https://www.keejob.com/offres-emploi/222623/stage-graphic-design/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
